SSID 1,Lemmas 1,SSID 2,Lemmas 2,Accept
02041271-n,"Glareolidae, family Glareolidae",02041825-n,courser,TRUE
02043526-n,"Laridae, family Laridae",02043739-n,larid,TRUE
02045577-n,"Sterninae, subfamily Sterninae",02045717-n,tern,TRUE
02046653-n,"Stercorariidae, family Stercorariidae",02046832-n,jaeger,TRUE
02047678-n,"Alcidae, family Alcidae",02048023-n,auk,FALSE
02047678-n,"Alcidae, family Alcidae",02050268-n,puffin,FALSE
02054355-n,"Pelecanidae, family Pelecanidae",02054499-n,pelican,TRUE
02055590-n,"Sulidae, family Sulidae",02055737-n,gannet,TRUE
02058085-n,"Spheniscidae, family Spheniscidae",02058457-n,penguin,TRUE
02060728-n,"Diomedeidae, family Diomedeidae",02060875-n,"albatross, mollymawk",TRUE
02061587-n,"Procellariidae, family Procellariidae",02061815-n,petrel,TRUE
02063372-n,"Hydrobatidae, family Hydrobatidae",02063542-n,storm petrel,TRUE
02064369-n,"Pelecanoididae, family Pelecanoididae",02064506-n,diving petrel,TRUE
01631526-n,"Salamandridae, family Salamandridae",01632925-n,"newt, triton",TRUE
01637325-n,"Dicamptodontidae, family Dicamptodontidae",01637668-n,"dicamptodon, dicamptodontid",TRUE
01638300-n,"Plethodontidae, family Plethodontidae",01638768-n,"lungless salamander, plethodont",TRUE
01643024-n,"Ranidae, family Ranidae",01643487-n,"true frog, ranid",TRUE
01645312-n,"Leptodactylidae, family Leptodactylidae",01645584-n,"leptodactylid frog, leptodactylid",TRUE
01648275-n,"Bufonidae, family Bufonidae",01648417-n,true toad,TRUE
01651459-n,"Pelobatidae, family Pelobatidae",01651811-n,"spadefoot, spadefoot toad",TRUE
01652589-n,"Hylidae, family Hylidae",01652808-n,"tree toad, tree frog, tree-frog",TRUE
01656251-n,"Pipidae, family Pipidae",01656414-n,tongueless frog,TRUE
01657757-n,"Caeciliidae, family Caeciliidae, Caeciliadae, family Caeciliadae",01657985-n,"caecilian, blindworm",TRUE
01668402-n,"Chelydridae, family Chelydridae",01668573-n,snapping turtle,TRUE
01670211-n,"Emydidae, family Emydidae",01670419-n,terrapin,TRUE
01672524-n,"Testudinidae, family Testudinidae",01672733-n,tortoise,TRUE
01674515-n,"Trionychidae, family Trionychidae",01674673-n,"soft-shelled turtle, pancake turtle",TRUE
01678954-n,"Iguanidae, family Iguanidae, Iguania, family Iguania",01679396-n,"iguanid, iguanid lizard",TRUE
01686069-n,"Xantusiidae, family Xantusiidae",01686199-n,night lizard,TRUE
01686365-n,"Scincidae, family Scincidae",01686774-n,"skink, scincid, scincid lizard",TRUE
01687918-n,"Teiidae, family Teiidae",01688080-n,"teiid lizard, teiid",TRUE
01690082-n,"Agamidae, family Agamidae",01690306-n,"agamid, agamid lizard",TRUE
01691867-n,"Anguidae, family Anguidae",01692052-n,anguid lizard,TRUE
01693726-n,"Anniellidae, family Anniellidae",01693858-n,legless lizard,TRUE
01694423-n,"Helodermatidae, family Helodermatidae",01694592-n,venomous lizard,TRUE
01695354-n,"Lacertidae, family Lacertidae",01695505-n,"lacertid lizard, lacertid",TRUE
01696113-n,"Chamaeleontidae, family Chamaeleontidae, Chamaeleonidae, family Chamaeleonidae, Rhiptoglossa, family Rhiptoglossa",01696424-n,"chameleon, chamaeleon",TRUE
01708358-n,"Hadrosauridae, family Hadrosauridae",01708575-n,"hadrosaur, hadrosaurus, duck-billed dinosaur",TRUE
01720307-n,"Dromaeosauridae, family Dromaeosauridae",01720501-n,dromaeosaur,TRUE
01729601-n,"Colubridae, family Colubridae",01730287-n,"colubrid snake, colubrid",TRUE
01743034-n,"Leptotyphlopidae, family Leptotyphlopidae",01743192-n,"blind snake, worm snake",TRUE
01744385-n,"Boidae, family Boidae",01744584-n,boa,TRUE
01745864-n,"Pythoninae, subfamily Pythoninae",01746246-n,python,TRUE
01747298-n,"Elapidae, family Elapidae",01747766-n,"elapid, elapid snake",TRUE
01754262-n,"Hydrophidae, family Hydrophidae",01754389-n,sea snake,TRUE
01754620-n,"Viperidae, family Viperidae",01754806-n,viper,TRUE
01756362-n,"Crotalidae, family Crotalidae",01756600-n,pit viper,TRUE
01756362-n,"Crotalidae, family Crotalidae",01757517-n,"rattlesnake, rattler",TRUE
01776571-n,"Theridiidae, family Theridiidae",01776738-n,"comb-footed spider, theridiid",TRUE
01777236-n,"Theraphosidae, family Theraphosidae",01777391-n,tarantula,TRUE
01777559-n,"Lycosidae, family Lycosidae",01777703-n,"wolf spider, hunting spider",TRUE
01778233-n,"Ctenizidae, family Ctenizidae",01778371-n,trap-door spider,TRUE
01779187-n,"Ixodidae, family Ixodidae",01779346-n,"hard tick, ixodid",TRUE
01781981-n,"Argasidae, family Argasidae",01782104-n,"soft tick, argasid",TRUE
01782667-n,"Acaridae, family Acaridae",01782783-n,acarid,TRUE
01782943-n,"Trombidiidae, family Trombidiidae",01783067-n,trombidiid,TRUE
01783192-n,"Trombiculidae, family Trombiculidae",01783337-n,trombiculid,TRUE
01784691-n,"Tetranychidae, family Tetranychidae",01784850-n,"spider mite, tetranychid",TRUE
01981385-n,"Portunidae, family Portunidae",01981571-n,swimming crab,TRUE
01984184-n,"Majidae, family Majidae",01984343-n,spider crab,TRUE
01985536-n,"Homaridae, family Homaridae",01985689-n,true lobster,TRUE
01987599-n,"Astacidae, family Astacidae, Astacura",01987769-n,"crayfish, crawfish, crawdad, crawdaddy",TRUE
01989179-n,"Crangonidae, family Crangonidae",01989447-n,shrimp,TRUE
02167625-n,"Cicindelidae, family Cicindelidae",02167757-n,tiger beetle,TRUE
02167899-n,"Coccinellidae, family Coccinellidae",02168108-n,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",TRUE
02169638-n,"Carabidae, family Carabidae",02169803-n,"ground beetle, carabid beetle",TRUE
02170773-n,"Lampyridae, family Lampyridae",02170897-n,"firefly, lightning bug",TRUE
02171194-n,"Cerambycidae, family Cerambycidae",02171351-n,"long-horned beetle, longicorn, longicorn beetle",TRUE
02171997-n,"Chrysomelidae, family Chrysomelidae",02172149-n,"leaf beetle, chrysomelid",TRUE
02172921-n,"Dermestidae, family Dermestidae",02173052-n,"carpet beetle, carpet bug",TRUE
02173500-n,"Cleridae, family Cleridae",02173645-n,"clerid beetle, clerid",TRUE
02173906-n,"Lamellicornia, superfamily Lamellicornia",02174105-n,lamellicorn beetle,TRUE
02174285-n,"Scarabaeidae, family Scarabaeidae",02174521-n,"scarabaeid beetle, scarabaeid, scarabaean",TRUE
02178443-n,"Lucanidae, family Lucanidae",02178568-n,stag beetle,TRUE
02178725-n,"Elateridae, family Elateridae",02178913-n,"elaterid beetle, elater, elaterid",TRUE
02178725-n,"Elateridae, family Elateridae",02179568-n,wireworm,FALSE
02179720-n,"Dytiscidae, family Dytiscidae",02179848-n,water beetle,TRUE
02180028-n,"Gyrinidae, family Gyrinidae",02180158-n,whirligig beetle,TRUE
02180896-n,"Curculionidae, family Curculionidae",02181063-n,snout beetle,TRUE
02181538-n,"Meloidae, family Meloidae",02181664-n,"blister beetle, meloid",TRUE
02182081-n,"Scolytidae, family Scolytidae, Ipidae, family Ipidae",02182885-n,bark beetle,TRUE
02183394-n,"Staphylinidae, family Staphylinidae",02183527-n,rove beetle,TRUE
02183665-n,"Tenebrionidae, family Tenebrionidae",02183887-n,"darkling beetle, darkling groung beetle, tenebrionid",TRUE
02183665-n,"Tenebrionidae, family Tenebrionidae",02184129-n,mealworm,FALSE
02184515-n,"Bruchidae, family Bruchidae",02184697-n,"seed beetle, seed weevil",TRUE
02191866-n,"Cecidomyidae, family Cecidomyidae",02192015-n,"gall midge, gallfly, gall gnat",TRUE
02195325-n,"Tachinidae, family Tachinidae",02195466-n,tachina fly,TRUE
02198055-n,"Tabanidae, family Tabanidae",02198178-n,"horsefly, cleg, clegg, horse fly",TRUE
02198345-n,"Bombyliidae, family Bombyliidae",02198471-n,bee fly,TRUE
02198648-n,"Asilidae, family Asilidae",02198771-n,"robber fly, bee killer",TRUE
02200984-n,"Hippoboscidae, family Hippoboscidae",02201184-n,"louse fly, hippoboscid",TRUE
02202651-n,"Culicidae, family Culicidae",02202850-n,mosquito,FALSE
02202651-n,"Culicidae, family Culicidae",02203161-n,"wiggler, wriggler",FALSE
02205161-n,"Ceratopogonidae, family Ceratopogonidae",02205330-n,"punkie, punky, punkey, no-see-um, biting midge",TRUE
02205660-n,"Chironomidae, family Chironomidae",02205804-n,midge,TRUE
02206109-n,"Mycetophilidae, family Mycetophylidae",02206244-n,fungus gnat,TRUE
02206391-n,"Psychodidae, family Psychodidae",02206630-n,psychodid,TRUE
02207747-n,"Tipulidae, family Tipulidae",02207871-n,"crane fly, daddy longlegs",TRUE
02209276-n,"Apoidea, superfamily Apoidea",02209508-n,bee,TRUE
02209276-n,"Apoidea, superfamily Apoidea",02209997-n,queen bee,FALSE
02209276-n,"Apoidea, superfamily Apoidea",02210457-n,worker bee,FALSE
02213751-n,"Megachilidae, family Megachilidae",02214279-n,mason bee,TRUE
02214975-n,"Vespidae, family Vespidae",02215254-n,"vespid, vespid wasp",TRUE
02217624-n,"Sphecoidea, superfamily Sphecoidea",02217813-n,"sphecoid wasp, sphecoid",TRUE
02217986-n,"Sphecidae, family Sphecidae",02219017-n,mud dauber,TRUE
02219199-n,"Cynipidae, family Cynipidae",02219392-n,"gall wasp, gallfly, cynipid wasp, cynipid gall wasp",TRUE
02219986-n,"Chalcididae, family Chalcididae, Chalcidae, family Chalcidae",02220215-n,"chalcid fly, chalcidfly, chalcid, chalcid wasp",TRUE
02219986-n,"Chalcididae, family Chalcididae, Chalcidae, family Chalcidae",02220491-n,"strawworm, jointworm",FALSE
02220887-n,"Ichneumonidae, family Ichneumonidae",02221023-n,ichneumon fly,TRUE
02221215-n,"Tenthredinidae, family Tenthredinidae",02221365-n,sawfly,TRUE
02221886-n,"Formicidae, family Formicidae",02222138-n,"ant, emmet, pismire",TRUE
02223045-n,"Dorylinae, subfamily Dorylinae",02223170-n,"army ant, driver ant, legionary ant",TRUE
02229250-n,"Acrididae, family Acrididae, Locustidae, family Locustidae",02229473-n,"short-horned grasshopper, acridid",TRUE
02230425-n,"Tettigoniidae, family Tettigoniidae",02230618-n,"long-horned grasshopper, tettigoniid",TRUE
02232037-n,"Gryllidae, family Gryllidae",02232196-n,cricket,TRUE
02233959-n,"Phasmidae, family Phasmidae, Phasmatidae, family Phasmatidae",02234139-n,"walking stick, walkingstick, stick insect",TRUE
02239891-n,"Miridae, family Miridae, Capsidae, family Capsidae",02240233-n,"mirid bug, mirid, capsid",TRUE
02241126-n,"Tingidae, family Tingidae",02241246-n,lace bug,TRUE
02241395-n,"Lygaeidae, family Lygaeidae",02241539-n,"lygaeid, lygaeid bug",TRUE
02241999-n,"Coreidae, family Coreidae",02242180-n,"coreid bug, coreid",TRUE
02244656-n,"Belostomatidae, family Belostomatidae",02244789-n,giant water bug,TRUE
02244945-n,"Nepidae, family Nepidae",02245107-n,water scorpion,TRUE
02246003-n,"Gerrididae, family Gerrididae, Gerridae, family Gerridae",02246214-n,"water strider, pond-skater, water skater",TRUE
02246659-n,"Reduviidae, family Reduviidae",02246825-n,"assassin bug, reduviid",TRUE
02247615-n,"Pyrrhocoridae, family Pyrrhocoridae",02247763-n,firebug,TRUE
02248936-n,"Aleyrodidae, family Aleyrodidae",02249280-n,whitefly,TRUE
02250799-n,"Coccoidea, superfamily Coccoidea",02251020-n,coccid insect,TRUE
02251396-n,"Coccidae, family Coccidae",02251539-n,soft scale,TRUE
02252017-n,"Diaspididae, family Diaspididae",02252167-n,armored scale,TRUE
02253116-n,"Pseudococcidae, family Pseudococcidae",02253474-n,"mealybug, mealy bug",TRUE
02254691-n,"Aphidoidea, superfamily Aphidoidea",02254878-n,aphid,TRUE
02257022-n,"Adelgidae, family Adelgidae",02257349-n,adelgid,TRUE
02258662-n,"Psyllidae, family Psyllidae, Chermidae, family Chermidae",02258824-n,"jumping plant louse, psylla, psyllid",TRUE
02259017-n,"Cicadidae, family Cicadidae",02259308-n,"cicada, cicala",TRUE
02260188-n,"Cercopidae, family Cercopidae",02260367-n,"spittle insect, spittlebug",TRUE
02261432-n,"Cicadellidae, family Cicadellidae",02261864-n,leafhopper,TRUE
02261562-n,"Jassidae, family Jassidae",02261864-n,leafhopper,TRUE
02262217-n,"Membracidae, family Membracidae",02262360-n,treehopper,TRUE
02262496-n,"Fulgoridae, family Fulgoridae",02262639-n,"lantern fly, lantern-fly",TRUE
02263275-n,"Psocidae, family Psocidae",02263515-n,psocid,TRUE
02264976-n,"Ephemeridae, family Ephemeridae",02265101-n,"mayfly, dayfly, shadfly",TRUE
02267386-n,"Chrysopidae, family Chrysopidae",02267243-n,"aphid lion, aphis lion",FALSE
02267386-n,"Chrysopidae, family Chrysopidae",02267537-n,"green lacewing, chrysopid, stink fly",TRUE
02267829-n,"Hemerobiidae, family Hemerobiidae",02267243-n,"aphid lion, aphis lion",FALSE
02267829-n,"Hemerobiidae, family Hemerobiidae",02267982-n,"brown lacewing, hemerobiid, hemerobiid fly",TRUE
02268369-n,"Corydalidae, family Corydalidae",02269073-n,"fish fly, fish-fly",TRUE
02269671-n,"Raphidiidae, family Raphidiidae",02269860-n,snakefly,TRUE
02270008-n,"Mantispidae, family Mantispidae",02270135-n,mantispid,TRUE
02270296-n,"Sisyridae, family Sisyridae",02270478-n,"spongefly, spongillafly",TRUE
02273739-n,"Machilidae, family Machilidae",02273874-n,"jumping bristletail, machilid",TRUE
02274392-n,"Thripidae, family Thripidae",02274549-n,"thrips, thrip, thripid",TRUE
02277168-n,"Nymphalidae, family Nymphalidae",02277474-n,"nymphalid, nymphalid butterfly, brush-footed butterfly, four-footed butterfly",TRUE
02280208-n,"Satyridae, family Satyridae",02280394-n,"ringlet, ringlet butterfly",TRUE
02282094-n,"Danaidae, family Danaidae",02282289-n,"danaid, danaid butterfly",TRUE
02282875-n,"Pieridae, family Pieridae",02283110-n,"pierid, pierid butterfly",TRUE
02282875-n,"Pieridae, family Pieridae",02283301-n,cabbage butterfly,FALSE
02282875-n,"Pieridae, family Pieridae",02284058-n,"sulphur butterfly, sulfur butterfly",FALSE
02284204-n,"Lycaenidae, family Lycaenidae",02284439-n,"lycaenid, lycaenid butterfly",TRUE
02286380-n,"Tortricidae, family Tortricidae",02286603-n,"tortricid, tortricid moth",TRUE
02288011-n,"Lymantriidae, family Lymantriidae",02288200-n,"lymantriid, tussock moth",TRUE
02288011-n,"Lymantriidae, family Lymantriidae",02288453-n,tussock caterpillar,FALSE
02289467-n,"Geometridae, family Geometridae",02289656-n,"geometrid, geometrid moth",TRUE
02289467-n,"Geometridae, family Geometridae",02290451-n,cankerworm,FALSE
02291125-n,"Pyralidae, family Pyralidae, Pyralididae, family Pyralididae",02291441-n,"pyralid, pyralid moth",TRUE
02293676-n,"Tineoidea, superfamily Tineoidea",02293872-n,"tineoid, tineoid moth",TRUE
02294043-n,"Tineidae, family Tineidae",02294224-n,"tineid, tineid moth",TRUE
02295787-n,"Gelechiidae, family Gelechiidae",02296004-n,"gelechiid, gelechiid moth",TRUE
02297413-n,"Noctuidae, family Noctuidae",02297716-n,"noctuid moth, noctuid, owlet moth",TRUE
02297413-n,"Noctuidae, family Noctuidae",02298042-n,cutworm,FALSE
02301031-n,"Sphingidae, family Sphingidae",02301193-n,"hawkmoth, hawk moth, sphingid, sphinx moth, hummingbird moth",TRUE
02302670-n,"Bombycidae, family Bombycidae",02302825-n,"bombycid, bombycid moth, silkworm moth",TRUE
02303724-n,"Saturniidae, family Saturniidae",02304104-n,"saturniid, saturniid moth",TRUE
02303724-n,"Saturniidae, family Saturniidae",02305272-n,"silkworm, giant silkworm, wild wilkworm",FALSE
02307897-n,"Arctiidae, family Arctiidae",02308059-n,"arctiid, arctiid moth",TRUE
02307897-n,"Arctiidae, family Arctiidae",02313593-n,woolly bear moth,FALSE
02308811-n,"Lasiocampidae, family Lasiocampidae",02309085-n,"lasiocampid, lasiocampid moth",TRUE
02308811-n,"Lasiocampidae, family Lasiocampidae",02310685-n,lappet caterpillar,FALSE
02308811-n,"Lasiocampidae, family Lasiocampidae",02310791-n,webworm,FALSE
01877425-n,"Didelphidae, family Didelphidae",01877569-n,"opossum, possum",TRUE
01878821-n,"Peramelidae, family Peramelidae",01878967-n,bandicoot,TRUE
01879484-n,"Macropodidae, family Macropodidae",01879775-n,kangaroo,TRUE
01882624-n,"Potoroinae, subfamily Potoroinae",01882793-n,"rat kangaroo, kangaroo rat",TRUE
01883578-n,"Phalangeridae, family Phalangeridae",01883812-n,"phalanger, opossum, possum",TRUE
01885589-n,"Vombatidae, family Vombatidae",01885711-n,wombat,TRUE
01885853-n,"Dasyuridae, family Dasyuridae, family Dasyurinae",01886154-n,"dasyurid marsupial, dasyurid",TRUE
01891969-n,"Talpidae, family Talpidae",01892161-n,mole,TRUE
01894079-n,"Soricidae, family Soricidae",01894274-n,"shrew, shrewmouse",TRUE
01896681-n,"Tenrecidae, family Tenrecidae",01896848-n,"tenrec, tendrac",TRUE
02066169-n,"Balaenidae, family Balaenidae",02066315-n,right whale,TRUE
02066807-n,"Balaenopteridae, family Balaenopteridae",02066991-n,"rorqual, razorback",TRUE
02070594-n,"Ziphiidae, family Ziphiidae, Hyperodontidae, family Hyperodontidae",02070859-n,beaked whale,TRUE
02071388-n,"Delphinidae, family Delphinidae",02071627-n,dolphin,TRUE
02074557-n,"Platanistidae, family Platanistidae",02074692-n,river dolphin,TRUE
02079187-n,"Otariidae, family Otariidae",02079431-n,eared seal,TRUE
02081822-n,"Phocidae, family Phocidae",02082041-n,"earless seal, true seal, hair seal",TRUE
02085690-n,"Canidae, family Canidae",02085998-n,"canine, canid",TRUE
02085690-n,"Canidae, family Canidae",02117987-n,wild dog,FALSE
02119611-n,"Hyaenidae, family Hyaenidae",02119787-n,"hyena, hyaena",TRUE
02123344-n,"Felidae, family Felidae",02123649-n,"feline, felid, cat",TRUE
02123344-n,"Felidae, family Felidae",02130460-n,"big cat, cat",FALSE
02134070-n,"Ursidae, family Ursidae",02134305-n,bear,TRUE
02137241-n,"Viverridae, family Viverridae, Viverrinae, family Viverrinae",02137623-n,"viverrine, viverrine mammal",TRUE
02137241-n,"Viverridae, family Viverridae, Viverrinae, family Viverrinae",02137872-n,"civet, civet cat",FALSE
02145945-n,"Rhinolophidae, family Rhinolophidae",02146091-n,horseshoe bat,TRUE
02147736-n,"Vespertilionidae, family Vespertilionidae",02148076-n,"vespertilian bat, vespertilionid",TRUE
02152958-n,"Desmodontidae, family Desmodontidae",02153134-n,"vampire bat, true vampire bat",TRUE
02326367-n,"Leporidae, family Leporidae",02326554-n,"leporid, leporid mammal",TRUE
02330922-n,"Ochotonidae, family Ochotonidae",02331081-n,"pika, mouse hare, rock rabbit, coney, cony",TRUE
02338001-n,"Cricetidae, family Cricetidae",02338663-n,New World mouse,TRUE
02338001-n,"Cricetidae, family Cricetidae",02341553-n,"wood rat, wood-rat",FALSE
02338001-n,"Cricetidae, family Cricetidae",02347180-n,lemming,FALSE
02346139-n,"Gerbillinae, subfamily Gerbillinae",02346424-n,"gerbil, gerbille",TRUE
02349475-n,"Hystricidae, family Hystricidae",02349650-n,Old World porcupine,TRUE
02350517-n,"Erethizontidae, family Erethizontidae",02350396-n,New World porcupine,TRUE
02351057-n,"Heteromyidae, family Heteromyidae",02351440-n,pocket mouse,TRUE
02353497-n,"Zapodidae, family Zapodidae",02353641-n,jumping mouse,TRUE
02354170-n,"Dipodidae, family Dipodidae",02354522-n,jerboa,TRUE
02355042-n,"Gliridae, family Gliridae",02355243-n,dormouse,TRUE
02356181-n,"Geomyidae, family Geomyidae",02356513-n,"gopher, pocket gopher, pouched rat",TRUE
02358363-n,"Sciuridae, family Sciuridae",02357879-n,squirrel,TRUE
02364677-n,"Petauristidae, subfamily Petauristidae",02364846-n,Asiatic flying squirrel,TRUE
