Taxon,Name,Definition,OEWN,Taxon,Name,Definition,Wikidata QID,Type,Accept,Notes
class,Liliopsida,"comprising seed plants that produce an embryo with a single cotyledon and parallel-veined leaves: includes grasses and lilies and palms and orchids; divided into four subclasses or superorders: Alismatidae, Arecidae, Commelinidae, and Liliidae",https://en-word.net/id/oewn-11688013-n,class,Liliopsida,class of plants,https://www.wikidata.org/entity/Q1147601,Exact,FALSE,
order,Ranales,"herbs, shrubs and trees: includes families Ranunculaceae, Annonaceae, Berberidaceae, Magnoliaceae, Menispermaceae, Myristicaceae, Nymphaeaceae, Lardizabalaceae, Lauraceae, Calycanthaceae, Ceratophyllaceae, Cercidiphyllaceae",https://en-word.net/id/oewn-11713421-n,order,Ranales,order of plants,https://www.wikidata.org/entity/Q14848818,Conflict,FALSE,secondary
order,Ranunculales,"herbs, shrubs and trees: includes families Ranunculaceae, Annonaceae, Berberidaceae, Magnoliaceae, Menispermaceae, Myristicaceae, Nymphaeaceae, Lardizabalaceae, Lauraceae, Calycanthaceae, Ceratophyllaceae, Cercidiphyllaceae",https://en-word.net/id/oewn-11713421-n,order,Ranunculales,order of plants,https://www.wikidata.org/entity/Q21021,Conflict,TRUE,
family,Annonaceae,chiefly tropical trees or shrubs,https://en-word.net/id/oewn-11714035-n,family,Annonaceae,family of plants,https://www.wikidata.org/entity/Q220025,Exact,TRUE,
genus,Annona,type genus of the Annonaceae; tropical American trees or shrubs,https://en-word.net/id/oewn-11714281-n,genus,Annona,genus of plants,https://www.wikidata.org/entity/Q275737,Conflict,TRUE,
genus,Annona,type genus of the Annonaceae; tropical American trees or shrubs,https://en-word.net/id/oewn-11714281-n,genus,Annona,genus of insects,https://www.wikidata.org/entity/Q21440678,Conflict,FALSE,
genus,Asimina,pawpaw,https://en-word.net/id/oewn-11715954-n,genus,Asimina,genus of plants,https://www.wikidata.org/entity/Q288443,Exact,TRUE,
genus,Canangium,a genus of Malayan tree,https://en-word.net/id/oewn-11716282-n,genus,Canangium,,https://www.wikidata.org/entity/Q87146080,Conflict,FALSE,
genus,Cananga,a genus of Malayan tree,https://en-word.net/id/oewn-11716282-n,genus,Cananga,genus of plants,https://www.wikidata.org/entity/Q3264724,Conflict,TRUE,
genus,Oxandra,genus of tropical trees,https://en-word.net/id/oewn-11716807-n,genus,Oxandra,genus of plants,https://www.wikidata.org/entity/Q1331220,Exact,TRUE,
genus,Xylopia,tropical evergreen trees or shrubs; chiefly African,https://en-word.net/id/oewn-11717245-n,genus,Xylopia,genus of plants,https://www.wikidata.org/entity/Q2234889,Exact,TRUE,
family,Berberidaceae,shrubs or herbs,https://en-word.net/id/oewn-11717627-n,family,Berberidaceae,family of plants,https://www.wikidata.org/entity/Q155949,Exact,TRUE,
genus,Berberis,large genus of shrubs of temperate zones of New and Old Worlds,https://en-word.net/id/oewn-11717857-n,genus,Berberis,genus of plants,https://www.wikidata.org/entity/Q158503,Exact,TRUE,
genus,Caulophyllum,blue cohosh,https://en-word.net/id/oewn-11718902-n,genus,Caulophyllum,genus of plants,https://www.wikidata.org/entity/Q2671028,Exact,TRUE,
genus,Epimedium,herbaceous perennials of Mediterranean to India and eastern Asia,https://en-word.net/id/oewn-11719364-n,genus,Epimedium,genus of plants,https://www.wikidata.org/entity/Q157746,Exact,TRUE,
genus,Mahonia,evergreen shrubs and small trees of North and Central America and Asia,https://en-word.net/id/oewn-11719752-n,genus,Mahonia,genus of plants,https://www.wikidata.org/entity/Q157379,Exact,TRUE,
genus,Podophyllum,perennial rhizomatous herbs,https://en-word.net/id/oewn-11720384-n,genus,Podophyllum,genus of plants,https://www.wikidata.org/entity/Q732308,Exact,TRUE,
family,Calycanthaceae,shrubs or small trees having aromatic bark; the eastern United States and eastern Asia,https://en-word.net/id/oewn-11720870-n,family,Calycanthaceae,family of plants,https://www.wikidata.org/entity/Q867622,Exact,TRUE,
genus,Calycanthus,a magnoliid dicot genus of the family Calycanthaceae including: allspice,https://en-word.net/id/oewn-11721145-n,genus,Calycanthus,genus of plants,https://www.wikidata.org/entity/Q158029,Exact,TRUE,
genus,Chimonanthus,small genus of Asian deciduous or evergreen shrubs having fragrant flowers: winter sweet,https://en-word.net/id/oewn-11721961-n,genus,Chimonanthus,genus of plants,https://www.wikidata.org/entity/Q2446990,Exact,TRUE,
family,Ceratophyllaceae,coextensive with the genus Ceratophyllum: hornworts,https://en-word.net/id/oewn-11722372-n,family,Ceratophyllaceae,family of plants,https://www.wikidata.org/entity/Q12012524,Exact,TRUE,
genus,Ceratophyllum,constituting the family Ceratophyllaceae: hornworts,https://en-word.net/id/oewn-11722550-n,genus,Ceratophyllum,genus of plants,https://www.wikidata.org/entity/Q21795,Exact,TRUE,
family,Cercidiphyllaceae,one genus,https://en-word.net/id/oewn-11722897-n,family,Cercidiphyllaceae,family of plants,https://www.wikidata.org/entity/Q969227,Exact,TRUE,
genus,Cercidiphyllum,one species: katsura tree,https://en-word.net/id/oewn-11723035-n,genus,Cercidiphyllum,genus of plants,https://www.wikidata.org/entity/Q858028,Exact,TRUE,
family,Lardizabalaceae,thick-stemmed lianas and some shrubs; some have edible fruit,https://en-word.net/id/oewn-11723468-n,family,Lardizabalaceae,family of plants,https://www.wikidata.org/entity/Q840758,Exact,TRUE,
genus,Lardizabala,evergreen monoecious climbers of South America having dark mauve-blue edible berries,https://en-word.net/id/oewn-11723674-n,genus,Lardizabala,genus of plants,https://www.wikidata.org/entity/Q2603764,Exact,TRUE,
family,Lauraceae,a family of Lauraceae,https://en-word.net/id/oewn-11723855-n,family,Lauraceae,family of plants,https://www.wikidata.org/entity/Q26538,Exact,TRUE,
genus,Laurus,small evergreen trees or shrubs with aromatic leaves,https://en-word.net/id/oewn-11724404-n,genus,Laurus,genus of plants,https://www.wikidata.org/entity/Q21188,Exact,TRUE,
genus,Cinnamomum,Asiatic and Australian aromatic trees and shrubs,https://en-word.net/id/oewn-11724870-n,genus,Cinnamomum,genus of plants,https://www.wikidata.org/entity/Q27282,Exact,TRUE,
genus,Lindera,aromatic evergreen or deciduous dioecious shrubs or trees of eastern Asia and North America,https://en-word.net/id/oewn-11726390-n,genus,Lindera,genus of plants,https://www.wikidata.org/entity/Q311790,Conflict,TRUE,
genus,Lindera,aromatic evergreen or deciduous dioecious shrubs or trees of eastern Asia and North America,https://en-word.net/id/oewn-11726390-n,genus,Lindera,genus of insects,https://www.wikidata.org/entity/Q21440457,Conflict,FALSE,
genus,Benzoin,used in some classifications for the American spicebush and certain other plants often included in the genus Lindera,https://en-word.net/id/oewn-11726589-n,genus,Benzoin,genus of plants,https://www.wikidata.org/entity/Q18337957,Exact,TRUE,
genus,Persea,avocado,https://en-word.net/id/oewn-11727098-n,genus,Persea,genus of plants,https://www.wikidata.org/entity/Q132039,Exact,TRUE,
genus,Sassafras,a genus of sassafras,https://en-word.net/id/oewn-11727578-n,genus,Sassafras,genus of plants,https://www.wikidata.org/entity/Q131532,Exact,TRUE,
genus,Umbellularia,aromatic evergreen trees of Pacific coast,https://en-word.net/id/oewn-11728137-n,genus,Umbellularia,genus of plants,https://www.wikidata.org/entity/Q15933047,Exact,TRUE,
family,Magnoliaceae,"subclass Magnoliidae: genera Liriodendron, Magnolia, and Manglietia",https://en-word.net/id/oewn-11728650-n,family,Magnoliaceae,family of plants,https://www.wikidata.org/entity/Q120228,Exact,TRUE,
genus,Illicium,anise trees: evergreen trees with aromatic leaves,https://en-word.net/id/oewn-11728911-n,genus,Illicium,genus of plants,https://www.wikidata.org/entity/Q5492045,Exact,TRUE,
genus,Magnolia,shrubs or trees of North America or Asia having entire evergreen or deciduous leaves; among most ancient of angiosperm genera,https://en-word.net/id/oewn-11729919-n,genus,Magnolia,genus of plants,https://www.wikidata.org/entity/Q157017,Exact,TRUE,
genus,Manglietia,a genus of flowering tree of the family Magnoliaceae found from Malay to southern China,https://en-word.net/id/oewn-11732440-n,genus,Manglietia,genus of plants,https://www.wikidata.org/entity/Q2213494,Exact,TRUE,
genus,Liriodendron,tulip trees,https://en-word.net/id/oewn-11732622-n,genus,Liriodendron,genus of deciduous trees,https://www.wikidata.org/entity/Q157236,Exact,TRUE,
family,Menispermaceae,herbaceous or woody climbers,https://en-word.net/id/oewn-11733296-n,family,Menispermaceae,family of plants,https://www.wikidata.org/entity/Q855116,Exact,TRUE,
genus,Menispermum,climbing herbs,https://en-word.net/id/oewn-11733503-n,genus,Menispermum,genus of plants,https://www.wikidata.org/entity/Q1944342,Exact,TRUE,
genus,Cocculus,climbing plants or shrubs,https://en-word.net/id/oewn-11734097-n,genus,Cocculus,genus of plants,https://www.wikidata.org/entity/Q1152946,Exact,TRUE,
family,Myristicaceae,family of aromatic tropical trees with arillate seeds,https://en-word.net/id/oewn-11734429-n,family,Myristicaceae,family of plants,https://www.wikidata.org/entity/Q161214,Exact,TRUE,
genus,Myristica,type genus of Myristicaceae; tropical Asian evergreen trees with small white or yellow flowers followed by fleshy fruits,https://en-word.net/id/oewn-11734619-n,genus,Myristica,genus of plants in the Myristicaceae family,https://www.wikidata.org/entity/Q1878350,Exact,TRUE,
family,Nymphaeaceae,dicot aquatic plants,https://en-word.net/id/oewn-11735087-n,family,Nymphaeaceae,family of plants,https://www.wikidata.org/entity/Q148650,Exact,TRUE,
genus,Nymphaea,the type genus of the family Nymphaeaceae; any of a variety of water lilies,https://en-word.net/id/oewn-11735676-n,genus,Nymphaea,genus of plants,https://www.wikidata.org/entity/Q146628,Exact,TRUE,
genus,Nuphar,spatterdocks,https://en-word.net/id/oewn-11736754-n,genus,Nuphar,genus of plants,https://www.wikidata.org/entity/Q147685,Exact,TRUE,
genus,Nelumbo,sometimes placed in the family Nymphaeaceae: lotuses,https://en-word.net/id/oewn-11737708-n,genus,Nelumbo,genus of plants,https://www.wikidata.org/entity/Q207427,Exact,TRUE,
genus,Cabomba,"alternatively, a member of the family Nymphaeaceae; a small genus of American aquatic plants",https://en-word.net/id/oewn-11738565-n,genus,Cabomba,genus of aquatic plants,https://www.wikidata.org/entity/Q1074847,Exact,TRUE,
genus,Brasenia,"alternatively, a member of the family Nymphaeaceae",https://en-word.net/id/oewn-11738990-n,genus,Brasenia,genus of plants,https://www.wikidata.org/entity/Q4095708,Exact,TRUE,
family,Paeoniaceae,perennial rhizomatous herbs and shrubs; of temperate Europe and North America,https://en-word.net/id/oewn-11739380-n,family,Paeoniaceae,family of plants,https://www.wikidata.org/entity/Q3360397,Exact,TRUE,
genus,Paeonia,peonies: herbaceous or shrubby plants having showy flowers,https://en-word.net/id/oewn-11739589-n,genus,Paeonia,genus of flowering plants,https://www.wikidata.org/entity/Q147105,Exact,TRUE,
family,Ranunculaceae,a family of Ranunculaceae,https://en-word.net/id/oewn-11739937-n,family,Ranunculaceae,family of plants,https://www.wikidata.org/entity/Q145869,Exact,TRUE,
genus,Ranunculus,"annual, biennial or perennial herbs: buttercup; crowfoot",https://en-word.net/id/oewn-11740557-n,genus,Ranunculus,genus of flowering plants,https://www.wikidata.org/entity/Q146130,Exact,TRUE,
genus,Aconitum,genus of poisonous plants of temperate regions of Northern Hemisphere with a vaulted and enlarged petal,https://en-word.net/id/oewn-11743238-n,genus,Aconitum,genus of flowering plants in the buttercup family Ranunculaceae,https://www.wikidata.org/entity/Q155904,Exact,TRUE,
genus,Actaea,baneberry,https://en-word.net/id/oewn-11744124-n,genus,Actaea,genus of plants,https://www.wikidata.org/entity/Q158086,Conflict,TRUE,
genus,Actaea,baneberry,https://en-word.net/id/oewn-11744124-n,genus,Actaea,genus of crustaceans,https://www.wikidata.org/entity/Q4676748,Conflict,FALSE,
genus,Adonis,annual or perennial herbs,https://en-word.net/id/oewn-11744998-n,genus,Adonis,,https://www.wikidata.org/entity/Q107269675,Conflict,FALSE,
genus,Adonis,annual or perennial herbs,https://en-word.net/id/oewn-11744998-n,genus,Adonis,genus of plants,https://www.wikidata.org/entity/Q147534,Conflict,TRUE,
genus,Anemone,perennial herbs with tuberous roots and beautiful flowers; of north and south temperate regions,https://en-word.net/id/oewn-11745291-n,genus,Anemone,genus of cnidarians,https://www.wikidata.org/entity/Q107273083,Conflict,FALSE,
genus,Anemone,perennial herbs with tuberous roots and beautiful flowers; of north and south temperate regions,https://en-word.net/id/oewn-11745291-n,genus,Anemone,genus of plants,https://www.wikidata.org/entity/Q158286,Conflict,TRUE,
genus,Anemonella,one species: rue anemone,https://en-word.net/id/oewn-11747038-n,genus,Anemonella,genus of plants,https://www.wikidata.org/entity/Q15976207,Exact,TRUE,
genus,Aquilegia,columbine,https://en-word.net/id/oewn-11747394-n,genus,Aquilegia,genus of plants,https://www.wikidata.org/entity/Q147641,Exact,TRUE,
genus,Caltha,a genus of Caltha,https://en-word.net/id/oewn-11748445-n,genus,Caltha,genus of plants,https://www.wikidata.org/entity/Q148547,Exact,TRUE,
genus,Cimicifuga,small genus of perennial herbs of north temperate regions: bugbane,https://en-word.net/id/oewn-11748819-n,genus,Cimicifuga,genus of plants,https://www.wikidata.org/entity/Q3262285,Exact,TRUE,
genus,Clematis,large genus of deciduous or evergreen woody vines or erect herbs,https://en-word.net/id/oewn-11749784-n,genus,Clematis,genus of plants,https://www.wikidata.org/entity/Q157634,Exact,TRUE,
genus,Coptis,small genus of low perennial herbs having yellow rhizomes and white or yellow flowers,https://en-word.net/id/oewn-11752330-n,genus,Coptis,genus of plants,https://www.wikidata.org/entity/Q135562,Exact,TRUE,
genus,Consolida,plants having flowers resembling the larkspur's but differing from larkspur's in the arrangement of petals; sometimes included in genus Delphinium,https://en-word.net/id/oewn-11752778-n,genus,Consolida,genus of plants,https://www.wikidata.org/entity/Q157591,Exact,TRUE,
genus,Delphinium,large genus of chiefly perennial erect branching herbs of north temperate regions some poisonous,https://en-word.net/id/oewn-11753326-n,genus,Delphinium,genus of plants,https://www.wikidata.org/entity/Q160107,Exact,TRUE,
genus,Eranthis,winter aconite,https://en-word.net/id/oewn-11753893-n,genus,Eranthis,genus of plants,https://www.wikidata.org/entity/Q157775,Exact,TRUE,
genus,Helleborus,a genus of Helleborus,https://en-word.net/id/oewn-11754238-n,genus,Helleborus,"genus of plants, the hellebores",https://www.wikidata.org/entity/Q147289,Exact,TRUE,
genus,Hepatica,small genus of perennial herbs of north temperate regions; allied to genus Anemone,https://en-word.net/id/oewn-11755341-n,genus,Hepatica,genus of plants,https://www.wikidata.org/entity/Q157505,Conflict,TRUE,
genus,Hepatica,small genus of perennial herbs of north temperate regions; allied to genus Anemone,https://en-word.net/id/oewn-11755341-n,genus,Hepatica,genus of insects,https://www.wikidata.org/entity/Q5731690,Conflict,FALSE,
genus,Hydrastis,small genus of perennial herbs having rhizomes and palmate leaves and small solitary flowers; of northeastern United States and Japan,https://en-word.net/id/oewn-11755794-n,genus,Hydrastis,genus of plants,https://www.wikidata.org/entity/Q9005595,Exact,TRUE,
genus,Isopyrum,tufted perennial herbs of Northern Hemisphere,https://en-word.net/id/oewn-11756291-n,genus,Isopyrum,genus of plants,https://www.wikidata.org/entity/Q1007528,Exact,TRUE,
genus,Laccopetalum,one species: giant buttercup,https://en-word.net/id/oewn-11756685-n,genus,Laccopetalum,genus of plants,https://www.wikidata.org/entity/Q5968671,Exact,TRUE,
genus,Nigella,erect annual Eurasian herbs,https://en-word.net/id/oewn-11757038-n,genus,Nigella,genus of plants,https://www.wikidata.org/entity/Q161065,Exact,TRUE,
genus,Pulsatilla,includes a group of plants that in some classifications are included in the genus Anemone: pasqueflowers,https://en-word.net/id/oewn-11757785-n,genus,Pulsatilla,genus of plants,https://www.wikidata.org/entity/Q147764,Exact,TRUE,
